student_id,name,gender,date_of_birth,age,phone_number,ward,parent_availability,source_of_income,special_circumstance,discipline,enrollment_year,KCPE_score,KCPE_grade,application_id,bursary_name,application_deadline,application_date,status,requested_amount,approved_amount,disbursement_status
148,Felicia Miller,Female,2010-04-08,14,0754828949,Kinyoro,1,Yes,Marginalized,Fair,2019,233,E,148,Constituency Bursary Fund,2024-06-30,2023-11-25,approved,20000,20000,Yes
149,Robert Jones,Female,2007-08-09,16,0791218789,Matisi,0,No,None,Good,2019,452,A,149,Constituency Bursary Fund,2024-06-30,2024-06-25,approved,30000,30000,Yes
150,Vicki Stewart,Male,2008-05-23,16,0711992154,Matisi,0,No,Marginalized,Poor,2020,434,A,150,Constituency Bursary Fund,2024-06-30,2023-11-10,approved,23000,23000,Yes
151,Leslie Cortez,Female,2007-11-28,16,0705638322,Machewa,0,No,None,Fair,2022,498,A,151,Constituency Bursary Fund,2024-06-30,2023-10-10,approved,18000,18000,Yes
152,Elizabeth Watson,Female,2009-03-09,15,0706937622,Kinyoro,1,No,Special Needs,Fair,2021,341,C,152,Constituency Bursary Fund,2024-06-30,2024-04-06,approved,22000,22000,Yes
153,Katherine Taylor,Male,2010-04-19,14,0782224975,Machewa,1,Yes,Marginalized,Fair,2019,299,D,153,Constituency Bursary Fund,2024-06-30,2023-09-04,approved,14000,14000,Yes
154,Mrs. Andrea Wilson,Male,2009-04-21,15,0780415283,Machewa,0,No,Special Needs,Poor,2021,219,E,154,Constituency Bursary Fund,2024-06-30,2024-06-06,approved,23000,23000,Yes
155,Heather Herrera,Female,2006-04-04,18,0717725097,Saboti,1,Yes,Marginalized,Fair,2019,341,C,155,Constituency Bursary Fund,2024-06-30,2023-07-27,approved,12000,12000,Yes
156,Holly Tucker,Male,2007-09-02,16,0799330157,Kinyoro,2,No,Special Needs,Fair,2022,367,B,156,Constituency Bursary Fund,2024-06-30,2024-04-06,approved,18000,18000,Yes
157,Jacob Berry,Female,2010-11-24,13,0718459754,Matisi,1,Yes,Special Needs,Fair,2022,356,B,157,Constituency Bursary Fund,2024-06-30,2024-05-06,approved,22000,22000,Yes
158,Rachel Stevenson,Female,2006-01-10,18,0735242050,Saboti,0,No,Special Needs,Good,2022,275,D,158,Constituency Bursary Fund,2024-06-30,2023-08-20,approved,13000,13000,Yes
159,Stanley Mueller,Female,2011-06-19,13,0782711347,Matisi,0,No,Marginalized,Good,2021,483,A,159,Constituency Bursary Fund,2024-06-30,2023-11-26,approved,14000,14000,Yes
160,Christopher Bryant,Female,2010-05-27,14,0753554921,Machewa,0,No,Marginalized,Good,2022,343,C,160,Constituency Bursary Fund,2024-06-30,2023-12-27,approved,11000,11000,Yes
161,Nichole Flores,Female,2008-09-04,15,0799987742,Machewa,2,No,Marginalized,Poor,2019,295,D,161,Constituency Bursary Fund,2024-06-30,2024-02-18,approved,23000,23000,Yes
162,Tracy Torres,Male,2008-06-07,16,0795623135,Tuwani,1,Yes,None,Fair,2019,293,D,162,Constituency Bursary Fund,2024-06-30,2024-03-06,approved,27000,27000,Yes
163,Kathleen Wood,Male,2006-06-21,18,0799482381,Matisi,1,Yes,Marginalized,Good,2019,233,E,163,Constituency Bursary Fund,2024-06-30,2023-11-27,approved,14000,14000,Yes
164,Katherine Williamson,Female,2007-07-03,17,0794362496,Kinyoro,2,Yes,Special Needs,Good,2022,499,A,164,Constituency Bursary Fund,2024-06-30,2024-01-03,approved,14000,14000,Yes
165,Anna Davis,Male,2009-12-20,14,0766651436,Matisi,2,Yes,Marginalized,Good,2022,395,B,165,Constituency Bursary Fund,2024-06-30,2023-08-15,approved,19000,19000,Yes
166,Melissa Clark,Male,2010-03-18,14,0737088249,Matisi,1,No,Special Needs,Good,2022,440,A,166,Constituency Bursary Fund,2024-06-30,2023-10-30,approved,12000,12000,Yes
167,Benjamin Abbott,Male,2009-07-02,15,0708780513,Kinyoro,0,No,None,Good,2022,183,E,167,Constituency Bursary Fund,2024-06-30,2023-08-17,approved,28000,28000,Yes
168,Gregg Smith,Female,2006-07-18,18,0708197687,Kinyoro,2,No,None,Fair,2021,410,A,168,Constituency Bursary Fund,2024-06-30,2024-06-15,approved,27000,27000,Yes
169,Cristina Young,Male,2006-07-31,17,0739558913,Matisi,2,Yes,None,Fair,2021,274,D,169,Constituency Bursary Fund,2024-06-30,2023-12-16,approved,21000,21000,Yes
170,Alexander Baker,Male,2010-09-07,13,0720839145,Tuwani,2,No,Special Needs,Poor,2021,394,B,170,Constituency Bursary Fund,2024-06-30,2023-07-31,approved,13000,13000,Yes
171,Justin Hogan,Male,2006-05-08,18,0742881563,Matisi,1,No,Marginalized,Fair,2022,410,A,171,Constituency Bursary Fund,2024-06-30,2023-10-25,approved,29000,29000,Yes
172,Edwin Sanchez,Female,2009-10-21,14,0763613101,Saboti,0,No,Special Needs,Fair,2019,494,A,172,Constituency Bursary Fund,2024-06-30,2024-01-31,approved,20000,20000,Yes
173,Brenda Delgado,Female,2009-10-29,14,0746710253,Machewa,0,No,Marginalized,Good,2022,464,A,173,Constituency Bursary Fund,2024-06-30,2024-04-20,approved,14000,14000,Yes
174,Lauren Moore,Female,2010-11-24,13,0769140405,Matisi,0,No,Marginalized,Poor,2020,497,A,174,Constituency Bursary Fund,2024-06-30,2023-11-24,approved,13000,13000,Yes
175,Joseph King,Female,2009-11-14,14,0715773608,Saboti,0,No,Marginalized,Poor,2019,241,E,175,Constituency Bursary Fund,2024-06-30,2023-09-20,approved,19000,19000,Yes
176,Andrew Johnson,Male,2009-08-13,14,0784448224,Kinyoro,2,No,None,Fair,2019,180,E,176,Constituency Bursary Fund,2024-06-30,2023-09-11,approved,16000,16000,Yes
177,Selena Griffin,Male,2008-06-10,16,0779108133,Matisi,1,No,Special Needs,Fair,2021,440,A,177,Constituency Bursary Fund,2024-06-30,2023-12-25,approved,24000,24000,Yes
178,Latasha Mcdonald,Male,2009-06-16,15,0770520216,Machewa,2,Yes,Marginalized,Fair,2022,397,B,178,Constituency Bursary Fund,2024-06-30,2024-01-29,approved,11000,11000,Yes
179,Jeffrey Flores,Male,2010-09-17,13,0729585977,Kinyoro,2,No,None,Good,2019,323,C,179,Constituency Bursary Fund,2024-06-30,2024-05-05,approved,10000,10000,Yes
180,Nicholas Clark,Male,2008-04-16,16,0754020560,Matisi,2,Yes,Special Needs,Poor,2020,251,D,180,Constituency Bursary Fund,2024-06-30,2024-03-20,approved,22000,22000,Yes
181,Michael Ferguson,Male,2011-02-19,13,0747299057,Machewa,2,Yes,Special Needs,Poor,2021,319,C,181,Constituency Bursary Fund,2024-06-30,2023-08-31,approved,16000,16000,Yes
182,Samantha Anderson,Female,2011-04-28,13,0765302869,Tuwani,1,No,Special Needs,Good,2021,286,D,182,Constituency Bursary Fund,2024-06-30,2023-11-06,approved,22000,22000,Yes
183,Dustin Burke,Female,2008-10-12,15,0776148245,Matisi,0,No,Marginalized,Poor,2020,249,E,183,Constituency Bursary Fund,2024-06-30,2023-12-12,approved,15000,15000,Yes
184,Kathryn Hensley,Female,2008-04-19,16,0765456379,Machewa,2,Yes,None,Fair,2022,168,E,184,Constituency Bursary Fund,2024-06-30,2023-09-18,approved,27000,27000,Yes
185,Leslie Murphy,Female,2007-05-02,17,0745767792,Machewa,0,No,Marginalized,Good,2019,494,A,185,Constituency Bursary Fund,2024-06-30,2024-01-14,approved,17000,17000,Yes
186,Joanna Sanchez,Male,2011-04-08,13,0796804981,Kinyoro,1,No,None,Good,2021,214,E,186,Constituency Bursary Fund,2024-06-30,2024-03-26,approved,27000,27000,Yes
187,Brian Murphy,Female,2010-04-24,14,0780253006,Machewa,2,No,Special Needs,Poor,2020,199,E,187,Constituency Bursary Fund,2024-06-30,2024-02-24,approved,18000,18000,Yes
188,Christina Whitney,Female,2006-12-15,17,0759104332,Matisi,1,Yes,Special Needs,Good,2022,206,E,188,Constituency Bursary Fund,2024-06-30,2024-06-25,approved,22000,22000,Yes
189,Antonio Adams,Male,2006-04-26,18,0745677474,Matisi,1,Yes,Marginalized,Fair,2020,190,E,189,Constituency Bursary Fund,2024-06-30,2024-01-12,approved,10000,10000,Yes
190,Russell White,Female,2008-05-01,16,0766950267,Kinyoro,0,No,Marginalized,Poor,2022,183,E,190,Constituency Bursary Fund,2024-06-30,2023-11-26,approved,30000,30000,Yes
191,Charles King,Female,2009-12-02,14,0795022277,Tuwani,1,Yes,Special Needs,Fair,2020,321,C,191,Constituency Bursary Fund,2024-06-30,2024-06-04,approved,13000,13000,Yes
192,Laura Marquez,Male,2009-12-11,14,0796957971,Kinyoro,1,No,Special Needs,Good,2019,255,D,192,Constituency Bursary Fund,2024-06-30,2024-01-11,approved,17000,17000,Yes
193,John Ryan,Male,2008-08-20,15,0749764936,Matisi,0,No,Special Needs,Poor,2022,190,E,193,Constituency Bursary Fund,2024-06-30,2023-11-11,approved,25000,25000,Yes
194,Ronald Taylor,Male,2006-10-08,17,0740423349,Tuwani,1,No,Marginalized,Fair,2022,269,D,194,Constituency Bursary Fund,2024-06-30,2023-09-02,approved,26000,26000,Yes
195,Rita Campos,Female,2008-07-06,16,0792461204,Kinyoro,0,No,None,Fair,2019,162,E,195,Constituency Bursary Fund,2024-06-30,2024-04-11,approved,19000,19000,Yes
196,Bianca Mcmahon,Female,2009-08-10,14,0728829261,Tuwani,1,Yes,None,Good,2022,403,A,196,Constituency Bursary Fund,2024-06-30,2024-03-27,approved,20000,20000,Yes
197,Michael Anderson,Male,2009-12-17,14,0765935997,Kinyoro,0,No,Special Needs,Fair,2019,359,B,197,Constituency Bursary Fund,2024-06-30,2023-09-08,approved,30000,30000,Yes
198,Charles Turner,Male,2009-01-21,15,0783762062,Saboti,2,No,Special Needs,Good,2021,448,A,198,Constituency Bursary Fund,2024-06-30,2023-12-14,approved,11000,11000,Yes
199,Paul Weeks,Female,2009-05-01,15,0723144420,Saboti,2,Yes,Special Needs,Poor,2020,248,E,199,Constituency Bursary Fund,2024-06-30,2024-01-08,pending,19000,0,No
200,James Walton,Male,2010-04-25,14,0788739357,Saboti,1,No,Special Needs,Good,2021,270,D,200,Constituency Bursary Fund,2024-06-30,2024-03-04,approved,28000,28000,Yes
201,Matthew Garza,Female,2005-11-12,18,0724080467,Kinyoro,1,No,Marginalized,Good,2019,319,C,201,Constituency Bursary Fund,2024-06-30,2024-05-24,approved,26000,26000,Yes
202,Brittany Murray,Female,2008-01-07,16,0764994938,Machewa,0,No,Special Needs,Good,2021,454,A,202,Constituency Bursary Fund,2024-06-30,2023-12-31,pending,24000,0,No
203,Dana Moore,Male,2009-06-27,15,0770307743,Tuwani,0,No,Marginalized,Good,2022,310,C,203,Constituency Bursary Fund,2024-06-30,2024-01-13,approved,27000,27000,Yes
204,Elizabeth Allen,Male,2008-05-27,16,0772005584,Kinyoro,2,Yes,None,Fair,2019,283,D,204,Constituency Bursary Fund,2024-06-30,2024-02-16,approved,23000,23000,Yes
205,Ronald Jacobs,Female,2007-07-30,16,0703286038,Machewa,1,No,Marginalized,Good,2019,380,B,205,Constituency Bursary Fund,2024-06-30,2023-12-23,approved,21000,21000,Yes
206,Kyle Sanchez,Male,2006-04-05,18,0750520139,Machewa,1,No,Marginalized,Poor,2022,214,E,206,Constituency Bursary Fund,2024-06-30,2024-05-05,approved,18000,18000,Yes
207,Daniel Davila,Female,2006-03-12,18,0763911523,Matisi,2,Yes,Marginalized,Poor,2020,214,E,207,Constituency Bursary Fund,2024-06-30,2024-01-18,approved,12000,12000,Yes
208,Matthew Richardson,Female,2009-06-23,15,0730459319,Matisi,0,No,None,Good,2022,480,A,208,Constituency Bursary Fund,2024-06-30,2024-03-24,approved,25000,25000,Yes
209,Andrew Kerr,Male,2010-12-29,13,0738393368,Kinyoro,0,No,None,Good,2021,211,E,209,Constituency Bursary Fund,2024-06-30,2024-05-16,approved,19000,19000,Yes
210,Emily Oconnell,Male,2005-09-21,18,0788542661,Saboti,1,Yes,Special Needs,Good,2021,429,A,210,Constituency Bursary Fund,2024-06-30,2023-10-19,approved,18000,18000,Yes
211,Joseph King,Female,2007-05-02,17,0718069899,Tuwani,2,No,Marginalized,Good,2022,354,B,211,Constituency Bursary Fund,2024-06-30,2024-07-05,approved,18000,18000,Yes
212,Carlos Newman,Male,2007-02-19,17,0718407047,Matisi,0,No,Special Needs,Poor,2019,241,E,212,Constituency Bursary Fund,2024-06-30,2024-01-28,approved,13000,13000,Yes
213,Mary Edwards,Female,2010-06-23,14,0766682340,Saboti,2,Yes,Special Needs,Fair,2019,489,A,213,Constituency Bursary Fund,2024-06-30,2023-12-19,approved,24000,24000,Yes
214,Kathryn Perry,Male,2007-06-25,17,0786402093,Tuwani,1,No,Marginalized,Poor,2022,412,A,214,Constituency Bursary Fund,2024-06-30,2023-10-08,approved,11000,11000,Yes
215,Victor Brown,Female,2007-06-20,17,0749714601,Kinyoro,2,No,None,Good,2022,419,A,215,Constituency Bursary Fund,2024-06-30,2024-01-08,approved,17000,17000,Yes
216,Robin Carey,Male,2008-09-05,15,0701553173,Kinyoro,1,No,Marginalized,Poor,2021,283,D,216,Constituency Bursary Fund,2024-06-30,2024-07-03,pending,28000,0,No
217,Deborah Peters,Male,2009-03-22,15,0787871868,Machewa,1,No,Special Needs,Fair,2019,162,E,217,Constituency Bursary Fund,2024-06-30,2023-11-09,approved,15000,15000,Yes
218,Chelsea Bryant,Female,2007-01-21,17,0754777059,Kinyoro,0,No,None,Fair,2021,438,A,218,Constituency Bursary Fund,2024-06-30,2024-06-30,approved,23000,23000,Yes
219,Krystal Perez,Female,2010-02-21,14,0795077999,Tuwani,2,No,Marginalized,Poor,2019,359,B,219,Constituency Bursary Fund,2024-06-30,2024-07-19,approved,10000,10000,Yes
220,Todd Clark,Male,2008-03-29,16,0776425946,Kinyoro,2,Yes,Marginalized,Good,2022,227,E,220,Constituency Bursary Fund,2024-06-30,2023-10-09,approved,13000,13000,Yes
221,Hannah Mason,Male,2009-12-08,14,0753858961,Matisi,0,No,Special Needs,Fair,2021,255,D,221,Constituency Bursary Fund,2024-06-30,2024-05-13,approved,28000,28000,Yes
222,Daniel Collins,Male,2008-10-01,15,0749780616,Saboti,2,Yes,None,Poor,2019,192,E,222,Constituency Bursary Fund,2024-06-30,2023-09-04,approved,12000,12000,Yes
223,Kathy Oconnor,Female,2005-11-21,18,0732596352,Tuwani,0,No,None,Good,2019,269,D,223,Constituency Bursary Fund,2024-06-30,2024-07-08,approved,23000,23000,Yes
224,Sandra Morgan,Male,2008-07-10,16,0798355706,Kinyoro,1,Yes,Marginalized,Poor,2022,287,D,224,Constituency Bursary Fund,2024-06-30,2023-11-06,approved,22000,22000,Yes
225,Destiny Mcgrath,Female,2007-02-11,17,0722905439,Saboti,1,No,Special Needs,Fair,2021,486,A,225,Constituency Bursary Fund,2024-06-30,2023-12-02,approved,21000,21000,Yes
226,Mr. Trevor Ramirez Jr.,Female,2008-06-04,16,0715329299,Tuwani,0,No,Special Needs,Fair,2022,174,E,226,Constituency Bursary Fund,2024-06-30,2023-10-04,approved,11000,11000,Yes
227,Krista Valdez,Male,2010-07-06,14,0708391111,Machewa,1,No,Special Needs,Good,2019,489,A,227,Constituency Bursary Fund,2024-06-30,2024-03-22,pending,30000,0,No
228,Jacqueline Nguyen,Female,2006-04-15,18,0745478589,Kinyoro,1,No,Marginalized,Good,2021,326,C,228,Constituency Bursary Fund,2024-06-30,2024-02-24,approved,15000,15000,Yes
229,Timothy Gibson,Female,2009-11-04,14,0775183654,Tuwani,2,No,Marginalized,Good,2022,323,C,229,Constituency Bursary Fund,2024-06-30,2023-09-27,approved,14000,14000,Yes
230,Kristina Harper,Male,2009-03-07,15,0758429592,Tuwani,1,No,Special Needs,Fair,2019,240,E,230,Constituency Bursary Fund,2024-06-30,2024-03-06,approved,14000,14000,Yes
231,Kathryn Young,Female,2008-07-06,16,0729928882,Matisi,2,No,Special Needs,Fair,2021,436,A,231,Constituency Bursary Fund,2024-06-30,2023-09-16,approved,10000,10000,Yes
232,Jorge Lawrence,Female,2009-08-11,14,0791260822,Saboti,1,Yes,Special Needs,Good,2022,350,B,232,Constituency Bursary Fund,2024-06-30,2023-09-08,approved,13000,13000,Yes
233,Lynn Perez,Female,2009-07-30,14,0745231232,Tuwani,0,No,None,Fair,2019,176,E,233,Constituency Bursary Fund,2024-06-30,2023-08-28,approved,27000,27000,Yes
234,Billy Rocha II,Female,2010-04-07,14,0726093887,Tuwani,0,No,Special Needs,Poor,2022,424,A,234,Constituency Bursary Fund,2024-06-30,2023-11-13,approved,12000,12000,Yes
235,Deborah Dawson,Male,2007-06-06,17,0725990737,Machewa,0,No,None,Poor,2019,358,B,235,Constituency Bursary Fund,2024-06-30,2023-10-17,approved,10000,10000,Yes
236,Jonathan Smith,Male,2011-06-26,13,0770347574,Matisi,2,Yes,None,Fair,2021,325,C,236,Constituency Bursary Fund,2024-06-30,2024-04-27,approved,26000,26000,Yes
237,Nathaniel Smith,Male,2008-03-24,16,0788325084,Tuwani,0,No,Special Needs,Poor,2019,215,E,237,Constituency Bursary Fund,2024-06-30,2024-05-30,approved,22000,22000,Yes
238,Roy Maynard,Male,2007-07-02,17,0783063536,Saboti,0,No,Special Needs,Fair,2022,289,D,238,Constituency Bursary Fund,2024-06-30,2024-04-19,approved,23000,23000,Yes
239,John Wolf,Female,2008-05-03,16,0772150412,Saboti,1,No,Marginalized,Good,2019,242,E,239,Constituency Bursary Fund,2024-06-30,2024-06-04,approved,16000,16000,Yes
240,John Jones,Female,2011-04-29,13,0779696047,Matisi,0,No,Special Needs,Poor,2019,293,D,240,Constituency Bursary Fund,2024-06-30,2023-11-21,approved,28000,28000,Yes
241,Lisa Perez,Female,2006-06-14,18,0714117420,Matisi,0,No,None,Good,2021,363,B,241,Constituency Bursary Fund,2024-06-30,2024-01-29,approved,24000,24000,Yes
242,Hunter Brown,Female,2009-10-21,14,0716043698,Matisi,0,No,Special Needs,Poor,2020,371,B,242,Constituency Bursary Fund,2024-06-30,2024-06-14,pending,13000,0,No
243,Alicia Soto,Male,2009-04-06,15,0734966596,Kinyoro,0,No,None,Good,2022,493,A,243,Constituency Bursary Fund,2024-06-30,2024-03-09,approved,23000,23000,Yes
244,John Martinez,Male,2006-06-05,18,0719589752,Tuwani,0,No,Special Needs,Fair,2020,246,E,244,Constituency Bursary Fund,2024-06-30,2024-06-05,approved,15000,15000,Yes
245,Thomas Carr,Male,2006-03-22,18,0756423382,Kinyoro,1,Yes,Marginalized,Poor,2021,179,E,245,Constituency Bursary Fund,2024-06-30,2024-03-27,pending,26000,0,No
246,James Franklin,Female,2010-10-07,13,0780191421,Saboti,1,No,Special Needs,Fair,2020,425,A,246,Constituency Bursary Fund,2024-06-30,2024-02-12,approved,16000,16000,Yes
247,Christopher Pacheco,Male,2007-06-25,17,0747770205,Matisi,0,No,None,Fair,2021,438,A,247,Constituency Bursary Fund,2024-06-30,2023-12-02,approved,27000,27000,Yes
248,Jordan Elliott,Female,2010-02-15,14,0768458425,Tuwani,2,No,Special Needs,Poor,2022,418,A,248,Constituency Bursary Fund,2024-06-30,2023-08-29,approved,21000,21000,Yes
249,Erik Williamson,Female,2006-02-13,18,0767670438,Machewa,1,Yes,Special Needs,Good,2019,303,C,249,Constituency Bursary Fund,2024-06-30,2024-03-16,approved,18000,18000,Yes
250,Sarah Anderson,Female,2010-01-07,14,0767064152,Machewa,2,No,None,Fair,2022,312,C,250,Constituency Bursary Fund,2024-06-30,2023-12-24,approved,16000,16000,Yes
251,Michelle Moreno,Female,2006-09-07,17,0799419324,Saboti,0,No,Marginalized,Fair,2022,273,D,251,Constituency Bursary Fund,2024-06-30,2024-03-09,approved,20000,20000,Yes
252,Stephen Simmons,Male,2009-08-10,14,0764446769,Matisi,0,No,Special Needs,Good,2019,186,E,252,Constituency Bursary Fund,2024-06-30,2024-06-20,approved,12000,12000,Yes
253,Catherine Stone,Female,2007-06-15,17,0734680296,Saboti,0,No,None,Fair,2021,381,B,253,Constituency Bursary Fund,2024-06-30,2024-03-20,approved,14000,14000,Yes
254,Tracey Pena,Female,2008-12-02,15,0789565185,Kinyoro,0,No,Marginalized,Poor,2022,333,C,254,Constituency Bursary Fund,2024-06-30,2024-02-10,approved,18000,18000,Yes
255,Barbara Flores,Male,2011-06-21,13,0743118849,Matisi,1,Yes,Marginalized,Poor,2022,430,A,255,Constituency Bursary Fund,2024-06-30,2023-09-23,approved,14000,14000,Yes
256,Joseph Bridges,Male,2007-08-19,16,0769296810,Matisi,0,No,Special Needs,Fair,2020,473,A,256,Constituency Bursary Fund,2024-06-30,2023-07-31,approved,26000,26000,Yes
257,Luis Doyle,Female,2005-11-26,18,0774065729,Saboti,2,No,Special Needs,Fair,2019,440,A,257,Constituency Bursary Fund,2024-06-30,2023-09-19,approved,24000,24000,Yes
258,Christian Davis,Female,2010-12-21,13,0781244129,Tuwani,1,No,Special Needs,Poor,2022,285,D,258,Constituency Bursary Fund,2024-06-30,2023-10-04,approved,26000,26000,Yes
259,Bradley Jones,Male,2007-03-07,17,0791342426,Matisi,1,No,None,Fair,2020,205,E,259,Constituency Bursary Fund,2024-06-30,2024-01-30,approved,18000,18000,Yes
260,Gary Perkins,Male,2007-04-02,17,0771209676,Tuwani,0,No,None,Poor,2021,340,C,260,Constituency Bursary Fund,2024-06-30,2024-01-13,approved,28000,28000,Yes
261,Micheal Flores,Male,2006-01-04,18,0771406071,Matisi,0,No,None,Poor,2020,219,E,261,Constituency Bursary Fund,2024-06-30,2023-12-26,approved,16000,16000,Yes
262,Crystal Phillips,Male,2008-03-08,16,0712658250,Kinyoro,1,Yes,Special Needs,Poor,2022,255,D,262,Constituency Bursary Fund,2024-06-30,2024-01-17,approved,22000,22000,Yes
263,Robert Smith,Male,2006-09-01,17,0729294791,Matisi,2,Yes,Marginalized,Poor,2021,318,C,263,Constituency Bursary Fund,2024-06-30,2023-08-16,approved,11000,11000,Yes
264,Laura Sparks,Female,2010-03-17,14,0783593354,Tuwani,1,Yes,None,Fair,2022,495,A,264,Constituency Bursary Fund,2024-06-30,2023-07-29,approved,30000,30000,Yes
265,Caleb Compton,Female,2007-01-08,17,0741113376,Matisi,0,No,None,Poor,2019,218,E,265,Constituency Bursary Fund,2024-06-30,2024-04-22,approved,28000,28000,Yes
266,Mary Gray,Female,2008-10-15,15,0794976540,Saboti,0,No,Special Needs,Good,2021,453,A,266,Constituency Bursary Fund,2024-06-30,2024-02-09,approved,25000,25000,Yes
267,Renee Farmer,Female,2011-07-14,13,0799891075,Matisi,1,Yes,Special Needs,Fair,2022,266,D,267,Constituency Bursary Fund,2024-06-30,2024-04-13,approved,27000,27000,Yes
268,Darrell Diaz,Female,2008-09-21,15,0700862468,Machewa,1,No,Marginalized,Poor,2019,172,E,268,Constituency Bursary Fund,2024-06-30,2023-09-01,approved,11000,11000,Yes
269,William Dickson,Male,2006-10-03,17,0743773334,Saboti,2,No,Marginalized,Fair,2022,480,A,269,Constituency Bursary Fund,2024-06-30,2023-10-12,approved,15000,15000,Yes
270,Ian Keith,Male,2006-12-23,17,0717607415,Saboti,1,No,Marginalized,Good,2021,285,D,270,Constituency Bursary Fund,2024-06-30,2024-01-10,approved,28000,28000,Yes
271,Corey Nelson,Male,2008-06-05,16,0770224042,Matisi,2,Yes,Special Needs,Poor,2021,160,E,271,Constituency Bursary Fund,2024-06-30,2023-11-24,approved,15000,15000,Yes
272,Jasmine Reed,Male,2009-07-25,14,0761936904,Matisi,1,No,None,Fair,2020,367,B,272,Constituency Bursary Fund,2024-06-30,2024-06-14,approved,12000,12000,Yes
